																																																																										
		300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File	300024267 - NORTHSIDE  Price File																																																																			
																																																																										
		Catalogue No	Material	Description	MOQ	Barcode No	Nett Price																																																																			
		HM1590WB	910060021	Compact Led Work Lamp 900Lm	1	9314365571022	95.45																																																																			
		HM2053PC	959660721	Duraled Red/Amb Side Marker	1	9416325161202	21.96																																																																			
		HM2378	980613011	Duraled Combination Rearlight	1	9416325228745	102.97																																																																			
		HM2378DT	980602011	Lamp Sbbl Combi-S Dt Md12/24	1	9416325228752	102.97																																																																			
		HM300ADIR	910073001	Strobe-Type Beacon, Optiray E, Amber	1	9314365566639	277.49																																																																			
		HM300AMAG	910075001	Strobe-Type Beacon, Optiray E, Amber, Magnet Mount	1	9314365566684	346.17																																																																			
		HM300BDIR	910075011	Strobe-Type Beacon, Optiray E, Blue	1	9314365566653	277.49																																																																			
		HM300GDIR	910075031	Strobe-Type Beacon, Optiray E, Green	1	9314365566660	277.49																																																																			
		HM300RDIR	910075051	Strobe-Type Beacon, Optiray E, Red	1	9314365566646	277.49																																																																			
		HM300WDIR	910075071	Strobe-Type Beacon, Optiray E, White	1	9314365566677	277.49																																																																			
		HM360BDIR	910078061	Strobe-Type Beacon, Optiray, Blue	1	9314365564222	451.6																																																																			
		HM360RDIR	910078111	Strobe-Type Beacon, Optiray, Red	1	9314365564215	419.06																																																																			
		HM400ADIR	910081001	Strobe-Type Beacon, Ultraray, Amber	1	9314365566738	407.55																																																																			
		HM400BDIR	910081011	Strobe-Type Beacon, Ultraray, Blue	1	9314365566752	407.55																																																																			
		HM400GDIR	910081021	Strobe-Type Beacon, Ultraray, Green	1	9314365566769	407.55																																																																			
		HM400RDIR	910081031	Strobe-Type Beacon, Ultraray, Red	1	9314365566745	407.55																																																																			
		HM400WDIR	910081041	Strobe-Type Beacon, Ultraray, White	1	9314365566776	407.55																																																																			
		HM450ADIR	910087001	Strobe-Type Beacon, Ultraray R, Amber	1	9314365568060	390.13																																																																			
		HM450AMAG	910087031	Strobe-Type Beacon, Ultraray R, Amber, Magnet Mount	1	9314365568077	521.98																																																																			
		HM450BDIR	910087041	Strobe-Type Beacon, Ultraray R, Blue	1	9314365568121	390.13																																																																			
		HM450BMAG	910087051	Strobe-Type Beacon, Ultraray R, Blue, Magnet Mount	1	9314365568138	521.98																																																																			
		HM450GDIR	910087061	Strobe-Type Beacon, Ultraray R, Green	1	9314365568145	390.13																																																																			
